country,year,iso_code,population,renewables_share_energy,fossil_share_energy,clean_share_elec,fossil_share_elec,transition_gap,carbon_intensity_elec,is_focus_country
China,2000,CHN,1269581174.0,5.335687637329102,94.2689437866211,17.874003410339355,82.1259994506836,-64.25199604034424,783.510009765625,True
Japan,2000,JPN,127027794.0,4.60254430770874,81.14391326904297,38.2069149017334,61.79308319091797,-23.58616828918457,424.4299926757813,False
United States,2000,USA,281484126.0,3.855929374694824,87.80986785888672,29.058151245117188,70.94184875488281,-41.883697509765625,607.52001953125,True
Australia,2000,AUS,19132472.0,3.764508247375488,96.23548889160156,8.089286804199219,91.91071319580078,-83.82142639160156,805.97998046875,False
Indonesia,2000,IDN,216077789.0,3.698946237564087,96.30105590820312,19.991840362548828,80.00816345214844,-60.01632308959961,630.6599731445312,False
Malaysia,2000,MYS,22967817.0,3.471553087234497,96.52845001220705,10.81545066833496,89.1845474243164,-78.36909675598145,581.8300170898438,False
Bulgaria,2000,BGR,8000519.0,3.386312961578369,73.21710968017578,51.26878499984741,48.73121643066406,2.5375685691833496,458.239990234375,False
Azerbaijan,2000,AZE,8174784.0,3.233495712280273,96.7665023803711,8.137044906616211,91.86295318603516,-83.72590827941895,617.77001953125,False
Greece,2000,GRC,10782638.0,3.0918128490448,96.90818786621094,7.820173740386963,92.17982482910156,-84.3596510887146,822.8200073242188,False
Iraq,2000,IRQ,24424060.0,2.7572290897369385,97.24276733398438,1.9122257232666016,98.08777618408205,-96.17555046081544,658.3099975585938,False
Uzbekistan,2000,UZB,24787052.0,2.7503597736358643,97.24964141845705,7.533077239990234,92.46692657470705,-84.93384933471681,1103.5,False
Germany,2000,DEU,81797255.0,2.7381491661071777,85.39959716796875,36.034799575805664,63.96519470214844,-27.930395126342773,573.1599731445312,True
Thailand,2000,THA,63007815.0,2.432036638259888,97.56796264648438,6.721106052398682,93.27889251708984,-86.55778646469116,606.989990234375,False
Ukraine,2000,UKR,49556654.0,1.984610915184021,84.407958984375,51.571226596832275,48.42877197265625,3.1424546241760254,402.4700012207031,False
Ireland,2000,IRL,3802589.0,1.920232892036438,98.07976531982422,4.995765686035156,95.00423431396484,-90.00846862792969,632.9400024414062,True
Morocco,2000,MAR,28423439.0,1.851485133171081,98.14851379394533,5.620438098907471,94.37956237792967,-88.7591242790222,759.1199951171875,False
Bangladesh,2000,BGD,134544303.0,1.6248265504837036,98.37517547607422,5.897114276885986,94.10289001464844,-88.20577573776245,645.5499877929688,False
Taiwan,2000,TWN,22332873.0,1.5663151741027832,87.9267349243164,23.86388254165649,76.13611602783203,-52.27223348617554,635.2000122070312,False
Czechia,2000,CZE,10236809.0,1.5250732898712158,90.4997100830078,21.7695472240448,78.2304458618164,-56.460898637771606,767.0800170898438,False
Lithuania,2000,LTU,3500410.0,1.2093429565429688,68.78341674804688,78.70619702339172,21.293798446655277,57.41239857673645,103.31999969482422,False
United Kingdom,2000,GBR,59057333.0,1.08696711063385,90.02240753173828,25.186971426010132,74.81302642822266,-49.626055002212524,521.989990234375,True
Netherlands,2000,NLD,16058757.0,0.8954774737358093,98.02264404296876,7.835566759109497,92.16443634033205,-84.32886958122255,540.3099975585938,False
Iran,2000,IRN,66418661.0,0.7596740126609802,99.24032592773438,3.2006702423095703,96.79933166503906,-93.59866142272949,667.4500122070312,False
Poland,2000,POL,38258077.0,0.6444116830825806,99.3555908203125,1.6273223161697388,98.37268829345705,-96.7453659772873,954.5999755859376,False
South Korea,2000,KOR,46766660.0,0.507887065410614,86.0610580444336,38.9326868057251,61.06730651855469,-22.13461971282959,461.5899963378906,False
Belgium,2000,BEL,10251719.0,0.4183467030525207,81.5132064819336,59.43954515457153,40.560455322265625,18.879089832305908,269.6000061035156,False
South Africa,2000,ZAF,47159715.0,0.3863939940929413,96.5623016357422,6.930270135402679,93.06973266601562,-86.13946253061295,799.4000244140625,False
Estonia,2000,EST,1397001.0,0.3347599506378174,99.6652374267578,0.1175088062882423,99.88249206542967,-99.76498325914143,634.5499877929688,False
Hungary,2000,HUN,10190598.0,0.2492040693759918,85.67926025390625,40.97755181789398,59.02245330810547,-18.044901490211487,450.9800109863281,False
Singapore,2000,SGP,4035251.0,0.1728281080722808,99.8271713256836,1.5472055673599243,98.45279693603516,-96.90559136867523,657.0900268554688,False
Trinidad and Tobago,2000,TTO,1319781.0,0.0537416338920593,99.94625854492188,0.3663003444671631,99.63369750976562,-99.26739716529846,679.489990234375,False
Algeria,2000,DZA,30903894.0,0.0500106699764728,99.94998931884766,0.1968504041433334,99.80315399169922,-99.60630358755589,638.5800170898438,False
Israel,2000,ISR,6111194.0,0.037873413413763,99.96212768554688,0.0703234896063804,99.92967987060548,-99.8593563809991,794.4199829101562,False
Belarus,2000,BLR,9991310.0,0.0294124279171228,99.97058868408205,0.1149425208568573,99.8850555419922,-99.77011302113534,518.010009765625,False
Turkmenistan,2000,TKM,4582675.0,0.0067249676212668,99.99327850341795,0.0,100.0,-100.0,1306.5999755859375,False
Hong Kong,2000,HKG,6704665.0,0.0,100.0,0.0,100.0,-100.0,792.3900146484375,False
Kuwait,2000,KWT,1954713.0,0.0,100.0,0.0,100.0,-100.0,653.8800048828125,False
Oman,2000,OMN,2282139.0,0.0,100.0,0.0,100.0,-100.0,580.6799926757812,False
Saudi Arabia,2000,SAU,16177733.0,0.0,100.0,0.0,100.0,-100.0,692.3400268554688,False
United Arab Emirates,2000,ARE,3493583.0,0.0,100.0,0.0,100.0,-100.0,676.77001953125,False
Norway,2001,NOR,4513650.0,66.99763488769531,33.00236129760742,99.5219268798828,0.4780744910240173,99.04385238885878,26.8700008392334,True
Brazil,2001,BRA,176301201.0,37.18075942993164,61.070533752441406,88.63491439819336,11.365089416503906,77.26982498168945,105.73999786376952,True
Peru,2001,PER,26964610.0,34.39207458496094,65.60792541503906,85.55609130859375,14.44390869140625,71.1121826171875,117.95999908447266,False
Sweden,2001,SWE,8896018.0,34.20278549194336,36.394187927246094,96.18192672729492,3.8180692195892334,92.36385750770569,46.77999877929688,True
New Zealand,2001,NZL,3891763.0,31.76673126220703,68.23326873779297,63.64562225341797,36.35437774658203,27.291244506835938,230.3999938964844,False
Switzerland,2001,CHE,7226391.0,30.747568130493164,49.91358947753906,97.12877655029297,2.8712172508239746,94.257559299469,33.36000061035156,False
Austria,2001,AUT,8042233.0,29.411422729492188,70.58857727050781,69.26861572265625,30.731388092041016,38.537227630615234,229.08999633789065,False
Colombia,2001,COL,39709263.0,28.572120666503903,71.4278793334961,74.15391540527344,25.84608268737793,48.30783271789551,197.72999572753903,False
Canada,2001,CAN,31213578.0,27.03201103210449,66.97208404541016,71.0664234161377,28.933576583862305,42.13284683227539,255.6499938964844,False
Chile,2001,CHL,15683852.0,21.06080818176269,78.93919372558594,54.040645599365234,45.95935821533203,8.081287384033203,336.4800109863281,False
Vietnam,2001,VNM,77969357.0,21.060718536376957,78.93928527832031,59.490360260009766,40.50963592529297,18.980724334716797,290.760009765625,False
Venezuela,2001,VEN,24979934.0,20.704797744750977,79.29520416259766,67.07357788085938,32.926422119140625,34.14715576171875,261.57000732421875,False
Croatia,2001,HRV,4301079.0,19.78454971313477,80.21544647216797,56.313724517822266,43.68627548217773,12.627449035644538,306.6700134277344,False
Latvia,2001,LVA,2338299.0,19.382118225097656,80.61788177490234,66.2763442993164,33.723655700683594,32.55268859863281,147.5399932861328,False
Ecuador,2001,ECU,12910736.0,18.737159729003903,81.2628402709961,63.75228118896485,36.24772644042969,27.504554748535163,254.1000061035156,False
Philippines,2001,PHL,81401488.0,17.25741195678711,82.74258422851562,37.27949142456055,62.72051239013672,-25.441020965576172,506.05999755859375,False
Finland,2001,FIN,5187970.0,17.237998962402344,65.41832733154297,59.516456604003906,40.48354721069336,19.032909393310547,284.8900146484375,False
Sri Lanka,2001,LKA,19600361.0,16.752288818359375,83.24771118164062,46.776611328125,53.223388671875,-6.44677734375,361.3200073242188,False
Argentina,2001,ARG,37624817.0,15.036309242248535,82.0981216430664,48.868428230285645,51.13157272338867,-2.2631444931030273,302.0899963378906,False
Portugal,2001,PRT,10354329.0,14.857823371887209,85.14217376708984,34.17281723022461,65.82717895507812,-31.654361724853516,506.9500122070313,False
Slovenia,2001,SVN,1989684.0,13.181107521057127,68.94810485839844,63.05248832702637,36.947513580322266,26.1049747467041,367.3999938964844,False
Pakistan,2001,PAK,159270910.0,10.829426765441896,87.99880981445312,29.01123356819153,70.98876190185547,-41.97752833366394,483.7099914550781,False
Romania,2001,ROU,21919916.0,9.764506340026855,86.67203521728516,38.03921699523926,61.960784912109375,-23.921567916870117,524.5599975585938,False
Spain,2001,ESP,41245602.0,8.709261894226074,80.11666107177734,48.487577438354485,51.51241683959961,-3.0248394012451243,422.489990234375,False
Turkey,2001,TUR,66245125.0,8.632096290588379,91.36790466308594,19.91164970397949,80.0883560180664,-60.176706314086914,605.2899780273438,False
Italy,2001,ITA,57305760.0,7.294962882995605,92.70503997802734,19.98896598815918,80.01103973388672,-60.02207374572754,498.6799926757813,False
France,2001,FRA,59905131.0,7.072253704071045,55.47686767578125,91.62734699249268,8.372651100158691,83.25469589233398,68.62999725341797,False
Denmark,2001,DNK,5358825.0,7.064914226531982,92.93508911132812,15.58337688446045,84.41661834716797,-68.83324146270752,630.7899780273438,True
Egypt,2001,EGY,74652035.0,6.824026107788086,93.17597198486328,18.07706642150879,81.92293548583984,-63.845869064331055,533.760009765625,False
Russia,2001,RUS,146117290.0,6.594601631164551,88.21649169921875,34.88729381561279,65.11270141601562,-30.225407600402832,458.2999877929688,False
Slovakia,2001,SVK,5379439.0,6.479548454284668,72.30683898925781,69.70458984375,30.295413970947266,39.409175872802734,250.47000122070312,False
China,2001,CHN,1278725061.0,6.251406669616699,93.35999298095705,20.13789975643158,79.86209869384766,-59.72419893741608,762.8800048828125,True
North Macedonia,2001,MKD,2066300.0,5.980612754821777,94.0193862915039,9.89011001586914,90.1098861694336,-80.21977615356445,907.3800048828124,False
Mexico,2001,MEX,100099101.0,5.909592628479004,92.6525421142578,20.6688232421875,79.3311767578125,-58.662353515625,543.9099731445312,False
India,2001,IND,1077898579.0,5.693082809448242,92.9067840576172,16.222764253616333,83.77723693847656,-67.55447268486023,747.3900146484375,True
Kazakhstan,2001,KAZ,15575550.0,5.382101058959961,94.6178970336914,14.59010410308838,85.4098892211914,-70.81978511810303,783.6799926757812,False
Japan,2001,JPN,127260144.0,4.508246421813965,81.10173034667969,38.670902252197266,61.3291015625,-22.658199310302734,424.0199890136719,False
Indonesia,2001,IDN,219097905.0,4.095854759216309,95.90414428710938,20.90241050720215,79.09758758544922,-58.19517707824707,626.0399780273438,False
Australia,2001,AUS,19365438.0,3.6553659439086914,96.34463500976562,7.6964240074157715,92.30358123779295,-84.60715723037718,803.1300048828125,False
United States,2001,USA,284279634.0,3.28743314743042,88.05923461914062,28.138707160949707,71.86128997802734,-43.72258281707764,609.8900146484375,True
Malaysia,2001,MYS,23526535.0,2.964406967163086,97.03559112548828,8.762206077575684,91.23779296875,-82.47558689117432,600.030029296875,False
Iraq,2001,IRQ,25197842.0,2.8419463634490967,97.15805053710938,1.922480583190918,98.0775146484375,-96.15503406524658,656.4299926757812,False
Azerbaijan,2001,AZE,8251776.0,2.829875230789185,97.17012786865234,6.803797721862793,93.19620513916016,-86.39240741729736,648.72998046875,False
Germany,2001,DEU,81933882.0,2.7976856231689453,85.50872039794922,36.131550788879395,63.86845016479492,-27.736899375915527,565.47998046875,True
Uzbekistan,2001,UZB,25090289.0,2.7930736541748047,97.20692443847656,9.090909957885742,90.90908813476562,-81.81817817687988,1085.0699462890625,False
Thailand,2001,THA,63651137.0,2.4321439266204834,97.56785583496094,6.723438262939453,93.27655792236328,-86.55311965942383,603.9199829101562,False
Morocco,2001,MAR,28814646.0,2.328437328338623,97.67156219482422,6.858974456787109,93.14102172851562,-86.28204727172852,769.22998046875,False
Greece,2001,GRC,10843166.0,2.164491415023804,97.83551025390624,5.595736503601074,94.40425872802734,-88.80852222442627,845.6400146484375,False
Ukraine,2001,UKR,49106854.0,2.138282537460327,84.34322357177734,50.90594291687012,49.09405517578125,1.8118877410888672,408.8299865722656,False
Bulgaria,2001,BGR,7928455.0,2.0436325073242188,73.75337219238281,48.80294704437256,51.19705581665039,-2.394108772277832,484.3500061035156,False
Bangladesh,2001,BGD,136805810.0,1.8306201696395876,98.16938018798828,5.638665676116943,94.36133575439452,-88.72267007827757,647.2999877929688,False
Taiwan,2001,TWN,22446254.0,1.734182596206665,88.9364242553711,22.229884386062622,77.77011108398438,-55.54022669792175,654.1699829101562,False
Czechia,2001,CZE,10231942.0,1.6182143688201904,89.9643325805664,23.336026668548584,76.66397094726562,-53.32794427871704,751.8200073242188,False
Ireland,2001,IRL,3862981.0,1.569638967514038,98.43035888671876,4.190398693084717,95.80960083007812,-91.61920213699341,641.5800170898438,True
United Kingdom,2001,GBR,59288095.0,1.0432146787643433,89.68949127197266,25.893391370773315,74.10661315917969,-48.21322178840637,528.989990234375,True
Lithuania,2001,LTU,3473008.0,1.0099818706512451,63.97864532470703,81.40668535232544,18.59331512451172,62.81337022781372,89.83000183105469,False
Netherlands,2001,NLD,16182705.0,0.9577013850212096,97.9921646118164,7.91187310218811,92.08812713623048,-84.17625403404237,541.030029296875,False
Poland,2001,POL,38247359.0,0.7770988941192627,99.222900390625,1.934316635131836,98.06568145751952,-96.13136482238768,949.5599975585938,False
Iran,2001,IRN,67452005.0,0.7697288990020752,99.2302703857422,3.252606153488159,96.74739837646484,-93.49479222297668,667.760009765625,False
South Africa,2001,ZAF,47566805.0,0.5128658413887024,97.00010681152344,6.125654339790344,93.87434387207033,-87.74868953227998,806.239990234375,False
Belgium,2001,BEL,10287005.0,0.4340048134326935,82.12499237060547,60.32048976421356,39.67951583862305,20.640973925590515,252.8300018310547,False
Singapore,2001,SGP,4116169.0,0.2952183485031128,99.70478057861328,2.0871143341064453,97.91287994384766,-95.82576560974121,598.3099975585938,False
South Korea,2001,KOR,47043467.0,0.2929415106773376,86.29002380371094,36.97237622737885,63.02762222290039,-26.05524599552154,475.30999755859375,False
Hungary,2001,HUN,10166693.0,0.2563835680484772,86.13789367675781,39.51126056909562,60.488746643066406,-20.977486073970788,439.0400085449219,False
Estonia,2001,EST,1388174.0,0.154196634888649,99.8458023071289,0.2355712652206421,99.76443481445312,-99.52886354923248,633.6900024414062,False
Trinidad and Tobago,2001,TTO,1325573.0,0.0736312121152877,99.9263687133789,0.5319148898124695,99.46808624267578,-98.93617135286331,680.8499755859375,False
Algeria,2001,DZA,31331226.0,0.0613279342651367,99.9386749267578,0.2629601657390594,99.73703002929688,-99.47406986355782,638.239990234375,False
Belarus,2001,BLR,9938068.0,0.0334291420876979,99.96656799316406,0.1196649372577667,99.88034057617188,-99.76067563891411,516.5499877929688,False
Israel,2001,ISR,6259977.0,0.0243162158876657,99.9756851196289,0.0455062538385391,99.9544906616211,-99.90898440778255,807.510009765625,False
Turkmenistan,2001,TKM,4675416.0,0.0057350010611116,99.9942626953125,0.0,100.0,-100.0,1306.3199462890625,False
Hong Kong,2001,HKG,6774243.0,0.0,100.0,0.0,100.0,-100.0,796.3499755859375,False
Kuwait,2001,KWT,2008127.0,0.0,100.0,0.0,100.0,-100.0,653.9400024414062,False
Oman,2001,OMN,2310223.0,0.0,100.0,0.0,100.0,-100.0,581.1099853515625,False
Saudi Arabia,2001,SAU,17041405.0,0.0,100.0,0.0,100.0,-100.0,697.1699829101562,False
United Arab Emirates,2001,ARE,3723596.0,0.0,100.0,0.0,100.0,-100.0,676.6300048828125,False
Norway,2002,NOR,4538016.0,68.32398986816406,31.676008224487305,99.58537292480467,0.4146191775798797,99.1707537472248,26.489999771118164,True
Brazil,2002,BRA,178503485.0,38.819297790527344,59.531681060791016,89.74314594268799,10.256855010986328,79.48629093170166,97.3000030517578,True
Peru,2002,PER,27288211.0,34.2932243347168,65.70677947998047,82.90131378173828,17.09868049621582,65.80263328552246,139.14999389648438,False
New Zealand,2002,NZL,3951116.0,34.139434814453125,65.86056518554688,69.6344223022461,30.36558151245117,39.26884078979492,197.7100067138672,False
