country,year,iso_code,population,renewables_share_energy,fossil_share_energy,clean_share_elec,fossil_share_elec,transition_gap,carbon_intensity_elec,is_focus_country
United States,2005,USA,295716666.0,4.055190563201904,87.69306945800781,28.129684448242188,71.87031555175781,-43.740631103515625,604.3900146484375,True
Indonesia,2005,IDN,230871648.0,3.493699312210083,96.5063018798828,17.05169677734375,82.94830322265625,-65.8966064453125,650.5399780273438,False
Uzbekistan,2005,UZB,26356977.0,3.297809600830078,96.7021942138672,18.73295783996582,81.26705169677734,-62.53409385681152,984.6900024414062,False
Ireland,2005,IRL,4155283.0,2.716156244277954,97.28384399414062,7.310398578643799,92.6895980834961,-85.3791995048523,593.4299926757812,True
Malaysia,2005,MYS,25836075.0,2.1547605991363525,97.8452377319336,6.683544158935547,93.31645965576172,-86.63291549682617,652.4600219726562,False
Thailand,2005,THA,66017415.0,2.107552051544189,97.89244842529295,5.77321195602417,94.22679138183594,-88.45357942581177,599.5599975585938,False
Ukraine,2005,UKR,47585558.0,2.086064338684082,82.98362731933594,54.27329969406128,45.72670364379883,8.546596050262451,374.8599853515625,False
Iran,2005,IRN,71828455.0,2.0141496658325195,97.98584747314452,8.200146675109863,91.7998504638672,-83.59970378875734,636.2999877929688,False
Netherlands,2005,NLD,16465707.0,2.013442039489746,97.01956939697266,11.630975246429443,88.36902618408203,-76.73805093765259,511.7200012207031,False
Morocco,2005,MAR,30358145.0,1.953792929649353,98.04620361328124,8.515056610107422,91.48494720458984,-82.96989059448242,717.030029296875,False
Hungary,2005,HUN,10065703.0,1.8823912143707275,86.00833892822266,43.916083335876465,56.08391571044922,-12.167832374572754,382.6600036621094,False
United Kingdom,2005,GBR,60596107.0,1.860344648361206,90.0311279296875,24.739550590515133,75.26044464111328,-50.520894050598145,535.260009765625,True
Czechia,2005,CZE,10280155.0,1.6945395469665527,85.46532440185547,34.00463795661926,65.995361328125,-31.990723371505737,646.6500244140625,False
Taiwan,2005,TWN,22824932.0,1.4086278676986694,89.67805480957031,20.210989475250244,79.78900909423828,-59.57801961898804,665.1400146484375,False
Lithuania,2005,LTU,3322264.0,1.3632121086120603,68.96100616455078,74.89597702026367,25.10402107238769,49.79195594787598,110.26000213623048,False
Bangladesh,2005,BGD,144715789.0,1.1229803562164309,98.87702178955078,4.747774600982666,95.25222778320312,-90.50445318222046,654.6699829101562,False
Poland,2005,POL,38124377.0,1.088115930557251,98.91188049316406,2.4792325496673584,97.5207748413086,-95.04154229164124,932.260009765625,False
Belgium,2005,BEL,10478883.0,0.8439731597900391,82.16680145263672,58.91206479072571,41.08793640136719,17.82412838935852,241.0500030517578,False
Estonia,2005,EST,1354847.0,0.47721928358078,99.52278137207033,1.0784313678741455,98.92156982421876,-97.84313845634462,634.3099975585938,False
South Korea,2005,KOR,47851646.0,0.4205606877803802,84.59516906738281,38.73212468624115,61.26787567138672,-22.53575098514557,449.5899963378906,False
Algeria,2005,DZA,33109258.0,0.4076589345932007,99.59233856201172,1.6219404935836792,98.37805938720705,-96.75611889362337,629.3099975585938,False
South Africa,2005,ZAF,49490041.0,0.3841322362422943,97.27783203125,5.34030145406723,94.65970611572266,-89.31940466165543,812.6799926757812,False
Singapore,2005,SGP,4268363.0,0.2752655744552612,99.7247314453125,2.5117738246917725,97.48822021484376,-94.97644639015199,545.530029296875,False
Israel,2005,ISR,6728212.0,0.1171703711152076,99.88282775878906,0.0822875946760177,99.91770935058594,-99.83542175590992,796.1300048828125,False
Trinidad and Tobago,2005,TTO,1352040.0,0.0406579487025737,99.95934295654295,0.2836879193782806,99.71630859375,-99.43262067437172,680.8499755859375,False
Belarus,2005,BLR,9667833.0,0.0350096933543682,99.9649887084961,0.1291989684104919,99.8708038330078,-99.7416048645973,512.5999755859375,False
Cyprus,2005,CYP,1036156.0,0.0070752236060798,99.99292755126952,0.0,100.0,-100.0,657.530029296875,False
Turkmenistan,2005,TKM,5052260.0,0.0048381597734987,99.9951629638672,0.0,100.0,-100.0,1306.550048828125,False
Hong Kong,2005,HKG,6908483.0,0.0,100.0,0.0,100.0,-100.0,835.0700073242188,False
Kuwait,2005,KWT,2236797.0,0.0,100.0,0.0,100.0,-100.0,654.7000122070312,False
Oman,2005,OMN,2459808.0,0.0,100.0,0.0,100.0,-100.0,579.4500122070312,False
Saudi Arabia,2005,SAU,20559886.0,0.0,100.0,0.0,100.0,-100.0,700.1300048828125,False
United Arab Emirates,2005,ARE,4664797.0,0.0,100.0,0.0,100.0,-100.0,676.77001953125,False
Norway,2006,NOR,4660487.0,65.661865234375,34.338138580322266,99.32354736328124,0.6764560341835022,98.64709132909773,27.8799991607666,True
Brazil,2006,BRA,186653099.0,41.14651107788086,57.42802429199219,90.03218388557434,9.967815399169922,80.06436848640442,95.95999908447266,True
New Zealand,2006,NZL,4181943.0,34.047080993652344,65.95291900634766,64.77694702148438,35.223045349121094,29.55390167236328,248.83999633789065,False
Peru,2006,PER,28324488.0,33.53201675415039,66.46797943115234,73.28215789794922,26.717836380004883,46.564321517944336,192.97999572753903,False
Sweden,2006,SWE,9080628.0,31.83307456970215,39.04973983764648,96.34282684326172,3.657174587249756,92.68565225601196,49.68999862670898,True
Colombia,2006,COL,42691081.0,30.936023712158203,69.06397247314453,80.44619750976562,19.55380630493164,60.892391204833984,158.97999572753906,False
Canada,2006,CAN,32759174.0,27.20758819580078,65.57205963134766,75.86740016937256,24.132604598999023,51.734795570373535,216.50999450683597,False
Austria,2006,AUT,8269901.0,26.989784240722656,73.01021575927734,65.35926818847656,34.64073181152344,30.718536376953125,253.00999450683597,False
Switzerland,2006,CHE,7478514.0,25.216665267944336,53.25685119628906,96.49123001098633,3.5087718963623047,92.98245811462402,36.209999084472656,False
Venezuela,2006,VEN,27224691.0,23.66125869750977,76.33873748779297,73.899658203125,26.100343704223636,47.79931449890137,207.2100067138672,False
Chile,2006,CHL,16509195.0,21.91457939147949,78.08541870117188,55.01453399658203,44.98546600341797,10.029067993164062,355.3800048828125,False
Philippines,2006,PHL,89508992.0,19.318235397338867,80.6817626953125,36.0338134765625,63.9661865234375,-27.932373046875,427.4400024414063,False
Sri Lanka,2006,LKA,20352416.0,18.98440742492676,81.01559448242188,49.20466232299805,50.79533386230469,-1.5906715393066406,345.7099914550781,False
Finland,2006,FIN,5266248.0,17.11725616455078,66.74365234375,55.13427925109863,44.86571502685547,10.268564224243164,335.760009765625,False
Latvia,2006,LVA,2219039.0,16.884050369262695,83.11595153808594,57.055213928222656,42.944786071777344,14.110427856445312,171.77999877929688,False
Croatia,2006,HRV,4315802.0,16.644176483154297,83.35582733154297,51.51045989990234,48.48954391479492,3.0209159851074148,347.0199890136719,False
Vietnam,2006,VNM,82167901.0,15.765579223632812,84.23442077636719,34.145076751708984,65.85491943359375,-31.709842681884766,448.3599853515625,False
Ecuador,2006,ECU,14086138.0,15.43483066558838,84.56517028808594,50.28409194946289,49.71590805053711,0.5681838989257812,352.2699890136719,False
Portugal,2006,PRT,10524123.0,14.80774211883545,85.1922607421875,32.479339599609375,67.52066040039062,-35.04132080078125,503.9299926757813,False
North Macedonia,2006,MKD,2089232.0,13.40922737121582,86.59077453613281,23.53780174255371,76.46219635009766,-52.924394607543945,768.9000244140625,False
Argentina,2006,ARG,39622113.0,12.67781925201416,84.83195495605469,41.31182241439819,58.68817901611328,-17.376356601715088,349.9100036621094,False
Pakistan,2006,PAK,179682690.0,11.99549961090088,87.00008392333984,35.727919816970825,64.27207946777344,-28.544159650802612,442.9800109863281,False
Slovenia,2006,SVN,2003116.0,11.735153198242188,70.79090118408203,61.21773910522461,38.782264709472656,22.435474395751953,383.8500061035156,False
Turkey,2006,TUR,70045351.0,10.873854637145996,89.12614440917969,25.25957489013672,74.74042510986328,-49.48085021972656,537.47998046875,False
Romania,2006,ROU,21035732.0,10.577703475952148,86.17784118652344,38.34718704223633,61.65281295776367,-23.305625915527344,530.3699951171875,False
Denmark,2006,DNK,5437425.0,10.242424964904783,89.75757598876953,20.22447204589844,79.77552795410156,-59.551055908203125,635.3400268554688,True
Spain,2006,ESP,44695446.0,7.933479309082031,82.98896789550781,37.98504829406738,62.01495361328125,-24.029905319213867,432.760009765625,False
India,2006,IND,1172878888.0,7.133749961853027,91.89070892333984,19.503512620925903,80.49649047851562,-60.99297785758972,723.0399780273438,True
Italy,2006,ITA,58754434.0,6.427093982696533,93.57290649414062,16.570138931274414,83.42986297607422,-66.8597240447998,506.760009765625,False
Slovakia,2006,SVK,5376847.0,6.177391529083252,71.76866149902344,73.02400016784668,26.976001739501957,46.04799842834473,231.0399932861328,False
Russia,2006,RUS,144102948.0,5.961686134338379,88.67475128173828,33.28730487823486,66.71269226074219,-33.425387382507324,462.510009765625,False
Germany,2006,DEU,81701971.0,5.797013759613037,83.1335220336914,38.056172370910645,61.943824768066406,-23.88765239715576,536.2100219726562,True
France,2006,FRA,62049831.0,5.702458381652832,55.3817024230957,90.09342956542969,9.906575202941896,80.1868543624878,76.56999969482422,False
China,2006,CHN,1318054030.0,5.266756057739258,94.09483337402344,17.50205898284912,82.49794006347656,-64.99588108062744,786.6400146484375,True
Mexico,2006,MEX,107253666.0,5.177594661712647,93.40248107910156,19.071219444274902,80.92877960205078,-61.85756015777588,546.8099975585938,False
Greece,2006,GRC,11016107.0,5.148696422576904,94.85130310058594,12.910284996032717,87.0897216796875,-74.17943668365479,743.1400146484375,False
Japan,2006,JPN,127997247.0,5.010627746582031,82.08084106445312,35.96513271331787,64.03487396240234,-28.069741249084473,447.25,False
Egypt,2006,EGY,82700404.0,4.875578880310059,95.12442016601562,11.99176025390625,88.00823211669922,-76.01647186279297,570.2100219726562,False
Bulgaria,2006,BGR,7640292.0,4.73823356628418,73.44226837158203,52.200706481933594,47.79929733276367,4.401409149169922,451.80999755859375,False
United States,2006,USA,298730208.0,4.501955986022949,87.16900634765625,28.87070274353027,71.12930297851562,-42.25860023498535,595.4600219726562,True
Iraq,2006,IRQ,28616518.0,4.466319561004639,95.53368377685548,18.03133201599121,81.96865844726562,-63.937326431274414,571.6799926757812,False
Azerbaijan,2006,AZE,8711380.0,4.113798141479492,95.88619995117188,10.15911865234375,89.84088134765625,-79.6817626953125,630.760009765625,False
Australia,2006,AUS,20590566.0,4.023526191711426,95.97647094726562,8.882725715637207,91.11727142333984,-82.23454570770264,790.5,False
Kazakhstan,2006,KAZ,16103718.0,3.831741333007813,96.1682586669922,10.84286880493164,89.1571273803711,-78.31425857543945,804.77001953125,False
Ireland,2006,IRL,4268775.0,3.451337575912476,96.54866027832033,9.124492645263672,90.8755111694336,-81.75101852416992,560.030029296875,True
Indonesia,2006,IDN,233951650.0,3.2336275577545166,96.76637268066406,15.34782600402832,84.65217590332031,-69.30434989929199,668.1199951171875,False
Uzbekistan,2006,UZB,26699046.0,2.9861390590667725,97.01386260986328,9.428224563598633,90.57176971435548,-81.14354515075685,1105.6400146484375,False
Thailand,2006,THA,66567685.0,2.7244410514831543,97.27555847167967,7.296388149261475,92.70361328125,-85.40722513198853,597.239990234375,False
Iran,2006,IRN,73392747.0,2.353466510772705,97.6465301513672,9.636561393737791,90.36344146728516,-80.72688007354736,624.719970703125,False
Malaysia,2006,MYS,26417909.0,2.242482900619507,97.75751495361328,6.673718929290772,93.32628631591795,-86.65256738662718,652.6599731445312,False
Netherlands,2006,NLD,16493851.0,2.2399110794067383,96.90788269042967,11.823216438293457,88.17678833007812,-76.35357189178467,511.3800048828125,False
Ukraine,2006,UKR,47278691.0,2.136420488357544,82.94534301757812,53.27720928192139,46.72279357910156,6.554415702819824,404.2699890136719,False
United Kingdom,2006,GBR,61051093.0,2.0468766689300537,90.40276336669922,23.548216342926025,76.4517822265625,-52.903565883636475,559.3400268554688,True
Czechia,2006,CZE,10304592.0,1.901655316352844,84.89517211914062,35.34544372558594,64.65454864501953,-29.309104919433594,634.1099853515625,False
Morocco,2006,MAR,30771179.0,1.895309567451477,98.1046905517578,8.95822811126709,91.0417709350586,-82.0835428237915,708.6099853515625,False
Lithuania,2006,LTU,3269809.0,1.5711004734039309,72.47998809814453,75.22783517837524,24.77216339111328,50.45567178726196,110.19000244140624,False
Hungary,2006,HUN,10049946.0,1.5568606853485107,86.4925765991211,41.701536655426025,58.298465728759766,-16.59692907333374,389.9599914550781,False
Taiwan,2006,TWN,22914644.0,1.4112448692321775,89.97740173339844,19.567801475524902,80.43219757080078,-60.86439609527588,669.4400024414062,False
Poland,2006,POL,38071169.0,1.2030010223388672,98.7969970703125,2.6695706844329834,97.33043670654295,-94.66086602210997,931.9199829101562,False
Belgium,2006,BEL,10548445.0,1.1779005527496338,82.31009674072266,59.52724099159241,40.47276306152344,19.05447793006897,231.5800018310547,False
Bangladesh,2006,BGD,146405983.0,1.0508331060409546,98.94916534423828,4.608753204345703,95.39125061035156,-90.78249740600586,655.8400268554688,False
South Africa,2006,ZAF,49998271.0,0.6920068860054016,97.28472900390624,5.267719864845276,94.73228454589844,-89.46456468105316,813.47998046875,False
Estonia,2006,EST,1346885.0,0.5834968686103821,99.41650390625,1.3360739946365356,98.66393280029295,-97.32785880565642,632.0700073242188,False
South Korea,2006,KOR,48006518.0,0.420154333114624,84.72252655029297,37.89920437335968,62.10079574584961,-24.20159137248993,451.1799926757813,False
Singapore,2006,SGP,4407064.0,0.2472500056028366,99.75274658203124,2.405672073364258,97.59432220458984,-95.18865013122559,539.3800048828125,False
Algeria,2006,DZA,33623505.0,0.1534400582313537,99.8465576171875,0.6244677901268005,99.37552642822266,-98.75105863809586,635.8200073242188,False
Israel,2006,ISR,6844029.0,0.0677360445261001,99.93226623535156,0.0395569615066051,99.96044158935548,-99.92088462784888,783.4299926757812,False
Trinidad and Tobago,2006,TTO,1358706.0,0.0412605591118335,99.958740234375,0.4184100329875946,99.5815887451172,-99.16317871212961,680.6099853515625,False
Belarus,2006,BLR,9608041.0,0.0339307449758052,99.96607208251952,0.1257466226816177,99.87425994873048,-99.74851332604887,515.25,False
Cyprus,2006,CYP,1054424.0,0.0119515107944607,99.98804473876952,0.0,100.0,-100.0,658.0700073242188,False
Turkmenistan,2006,TKM,5147103.0,0.0046840161085128,99.9953155517578,0.0,100.0,-100.0,1306.22998046875,False
Hong Kong,2006,HKG,6931089.0,0.0006493786931969,99.99935150146484,0.0,100.0,-100.0,828.75,False
Kuwait,2006,KWT,2364741.0,0.0,100.0,0.0,100.0,-100.0,653.780029296875,False
Oman,2006,OMN,2514794.0,0.0,100.0,0.0,100.0,-100.0,578.6300048828125,False
Saudi Arabia,2006,SAU,21459141.0,0.0,100.0,0.0,100.0,-100.0,697.77001953125,False
United Arab Emirates,2006,ARE,5009106.0,0.0,100.0,0.0,100.0,-100.0,676.8099975585938,False
Norway,2007,NOR,4709017.0,67.79772186279297,32.20227813720703,99.1404037475586,0.8595988154411316,98.28080493211746,28.57999992370605,True
Brazil,2007,BRA,188552311.0,42.28472900390625,56.5190315246582,91.00078630447388,8.999214172363281,82.0015721321106,90.91000366210938,True
New Zealand,2007,NZL,4223270.0,34.70124053955078,65.29875946044922,65.49100494384766,34.50899124145508,30.982013702392578,227.05999755859372,False
Sweden,2007,SWE,9148280.0,34.159507751464844,37.36492919921875,97.02996444702148,2.9700307846069336,94.05993366241455,46.02999877929688,True
Colombia,2007,COL,43235374.0,31.46001434326172,68.53998565673828,81.38346099853516,18.616535186767575,62.76692581176758,155.13999938964844,False
Peru,2007,PER,28530704.0,30.645456314086918,69.35454559326172,66.72235107421875,33.27764892578125,33.4447021484375,229.5399932861328,False
Austria,2007,AUT,8296948.0,29.09408187866211,70.90591430664062,68.70921325683594,31.2907829284668,37.41843032836914,232.69000244140625,False
Switzerland,2007,CHE,7545386.0,28.119028091430664,50.65082931518555,96.94415283203125,3.0558481216430664,93.88830471038818,34.470001220703125,False
Canada,2007,CAN,33092171.0,26.52999687194824,67.05845642089844,74.5013313293457,25.498668670654297,49.002662658691406,227.75999450683597,False
Venezuela,2007,VEN,27649369.0,22.962900161743164,77.03710174560547,72.72567749023438,27.27431869506836,45.451358795166016,217.6699981689453,False
Ecuador,2007,ECU,14328783.0,18.627731323242188,81.37226867675781,52.0,48.0,4.0,340.2900085449219,False
Chile,2007,CHL,16671571.0,18.57225608825684,81.42774200439453,43.94303512573242,56.05696487426758,-12.113929748535156,456.9299926757813,False
Finland,2007,FIN,5288715.0,18.35138320922852,65.16179656982422,58.81483459472656,41.1851692199707,17.62966537475586,309.1000061035156,False
Philippines,2007,PHL,91075180.0,17.341222763061523,82.65877532958984,31.600135803222656,68.39986419677734,-36.79972839355469,452.2000122070313,False
Latvia,2007,LVA,2200774.0,16.49704360961914,83.50296020507812,59.24369430541992,40.75630187988281,18.48739242553711,163.8699951171875,False
Vietnam,2007,VNM,83633374.0,16.349266052246094,83.6507339477539,35.09975051879883,64.9002456665039,-29.800495147705078,438.8999938964844,False
Sri Lanka,2007,LKA,20492546.0,15.796607971191406,84.2033920288086,40.12158203125,59.87841796875,-19.7568359375,403.239990234375,False
Portugal,2007,PRT,10546822.0,15.435332298278809,84.56466674804688,34.703487396240234,65.2965087890625,-30.593021392822266,472.2799987792969,False
Denmark,2007,DNK,5461604.0,11.95317840576172,88.04682159423828,26.3157901763916,73.68421173095703,-47.36842155456543,597.0900268554688,True
Pakistan,2007,PAK,184493231.0,11.839750289916992,87.2939453125,33.56214118003845,66.43785858154297,-32.87571740150452,456.6799926757813,False
Croatia,2007,HRV,4315959.0,11.74539566040039,88.25460815429688,37.79904174804688,62.200958251953125,-24.401916503906243,420.260009765625,False
Slovenia,2007,SVN,2014159.0,10.853185653686523,71.22582244873047,60.37233924865723,39.62765884399414,20.744680404663086,388.9599914550781,False
Argentina,2007,ARG,40016767.0,10.023991584777832,87.74140930175781,34.88372087478638,65.11627960205078,-30.232558727264404,388.0400085449219,False
Romania,2007,ROU,20870714.0,9.61209487915039,85.81043243408203,38.53151321411133,61.46848678588867,-22.936973571777344,529.72998046875,False
Spain,2007,ESP,45516501.0,8.869269371032715,83.06056213378906,37.56708526611328,62.43292236328125,-24.86583709716797,438.8500061035156,False
Turkey,2007,TUR,70750593.0,8.3259916305542,91.67401123046876,19.03717613220215,80.96282196044922,-61.92564582824707,577.7999877929688,False
North Macedonia,2007,MKD,2081972.0,8.212494850158691,91.78750610351562,15.538461685180664,84.46153259277344,-68.92307090759277,835.3900146484375,False
Germany,2007,DEU,81298546.0,7.369626045227051,82.98074340820312,36.43955039978027,63.56045150756836,-27.120901107788086,551.8099975585938,True
India,2007,IND,1190676028.0,7.276436805725098,91.8193588256836,20.041191577911377,79.95880889892578,-59.917617321014404,717.8699951171875,True
Slovakia,2007,SVK,5376993.0,6.843667507171631,73.26492309570312,72.74685859680176,27.25314140319824,45.493717193603516,235.19000244140625,False
France,2007,FRA,62432438.0,6.355920314788818,55.19260787963867,89.71059131622314,10.289405822753906,79.42118549346924,80.11000061035156,False
Italy,2007,ITA,59108723.0,6.172990322113037,93.82701110839844,15.586112022399902,84.41388702392578,-68.82777500152588,504.75,False
Russia,2007,RUS,143859767.0,6.025333881378174,88.54512786865234,33.13929462432861,66.86070251464844,-33.721407890319824,458.1900024414063,False
China,2007,CHN,1325813576.0,5.406529426574707,93.93153381347656,17.151703119277954,82.84829711914062,-65.69659399986267,785.239990234375,True
Egypt,2007,EGY,84276224.0,5.060550689697266,94.93944549560548,12.414484024047852,87.58551788330078,-75.17103385925293,567.5800170898438,False
Mexico,2007,MEX,108774356.0,4.845501899719238,93.81327056884766,17.57577896118164,82.4242172241211,-64.84843826293945,554.2100219726562,False
Japan,2007,JPN,128087683.0,4.498927593231201,83.62267303466797,32.2656364440918,67.73436737060547,-35.46873092651367,470.1900024414063,False
United States,2007,USA,301844223.0,4.222331523895264,87.40882110595703,27.865069389343265,72.13493347167969,-44.269864082336426,598.469970703125,True
Azerbaijan,2007,AZE,8828313.0,4.172743797302246,95.82725524902344,10.724105834960938,89.27589416503906,-78.55178833007812,631.0700073242188,False
Iraq,2007,IRQ,28391606.0,4.029431343078613,95.97056579589844,17.26835060119629,82.73164367675781,-65.46329307556152,574.6099853515625,False
Ireland,2007,IRL,4393518.0,3.9341013431549072,96.0658950805664,9.918813705444336,90.08118438720705,-80.16237068176271,536.1799926757812,True
Australia,2007,AUS,20954545.0,3.786470651626587,96.21353149414062,8.343271255493164,91.65672302246094,-83.31345176696777,791.1500244140625,False
Kazakhstan,2007,KAZ,16257212.0,3.612957000732422,96.38704681396484,10.66301155090332,89.33698272705078,-78.67397117614746,802.530029296875,False
Indonesia,2007,IDN,237062338.0,3.3739655017852783,96.62603759765624,16.3679256439209,83.632080078125,-67.2641544342041,663.1400146484375,False
Bulgaria,2007,BGR,7586896.0,3.306769847869873,79.86113739013672,40.915462017059326,59.08453750610352,-18.169075489044197,558.6199951171875,False
Greece,2007,GRC,11045737.0,3.170609951019287,96.8293914794922,7.355769157409668,92.64423370361328,-85.28846454620361,776.9199829101562,False
Uzbekistan,2007,UZB,27076013.0,3.086249828338623,96.91374969482422,9.526723861694336,90.47327423095705,-80.94655036926271,1114.8499755859375,False
Thailand,2007,THA,67102388.0,2.831724166870117,97.16827392578124,7.310741901397705,92.68926239013672,-85.37852048873901,605.5599975585938,False
Netherlands,2007,NLD,16531360.0,2.340998649597168,96.64935302734376,11.371527671813965,88.62847137451172,-77.25694370269775,509.739990234375,False
United Kingdom,2007,GBR,61535859.0,2.337247848510742,91.21160888671876,20.84372901916504,79.1562728881836,-58.312543869018555,556.0599975585938,True
Lithuania,2007,LTU,3231378.0,2.2205681800842285,71.22189331054688,77.3402681350708,22.65973281860352,54.680535316467285,104.76000213623048,False
Iran,2007,IRN,74602648.0,2.1385772228240967,97.86141967773438,8.910988807678223,91.0890121459961,-82.17802333831787,630.8599853515625,False
Malaysia,2007,MYS,26998383.0,2.0632104873657227,97.9367904663086,6.190695285797119,93.8093032836914,-87.61860799789429,662.280029296875,False
Hungary,2007,HUN,10034084.0,2.04237699508667,84.82073211669922,41.441444873809814,58.55855941772461,-17.117114543914795,385.8900146484375,False
Morocco,2007,MAR,31186468.0,1.9266161918640137,98.0733871459961,8.176739692687988,91.82325744628906,-83.64651775360107,707.469970703125,False
Czechia,2007,CZE,10337539.0,1.8866404294967647,84.7747802734375,33.713114500045776,66.2868881225586,-32.57377362251282,652.27001953125,False
Ukraine,2007,UKR,47062802.0,1.736243486404419,82.98777770996094,52.48917245864868,47.51082611083984,4.978346347808845,416.0499877929688,False
Taiwan,2007,TWN,23006921.0,1.5311206579208374,90.10910034179688,19.447986602783203,80.55201721191406,-61.10403060913086,669.6599731445312,False
Poland,2007,POL,38020420.0,1.514532446861267,98.48546600341795,3.4254350662231445,96.5745620727539,-93.14912700653076,925.4400024414062,False
Belgium,2007,BEL,10625488.0,1.3781304359436035,81.75733947753906,59.57839107513428,40.42161178588867,19.156779289245605,224.27999877929688,False
Bangladesh,2007,BGD,147989282.0,1.0368376970291138,98.96316528320312,2.452404022216797,97.54759216308594,-95.09518814086914,673.1199951171875,False
South Africa,2007,ZAF,50528575.0,0.7227087020874023,97.06591033935548,5.559983491897583,94.44001770019533,-88.88003420829774,810.0499877929688,False
Estonia,2007,EST,1340709.0,0.5681164264678955,99.431884765625,1.1494252681732178,98.85057067871094,-97.70114541053772,642.0399780273438,False
South Korea,2007,KOR,48178122.0,0.4769841730594635,85.73582458496094,34.64892911911011,65.35107421875,-30.702145099639893,473.6400146484375,False
Singapore,2007,SGP,4596516.0,0.2378780543804168,99.76212310791016,2.407002210617065,97.5929946899414,-95.18599247932434,537.8099975585938,False
Algeria,2007,DZA,34189420.0,0.1504157036542892,99.8495864868164,0.5915569067001343,99.408447265625,-98.81689035892487,635.9199829101562,False
Israel,2007,ISR,6962456.0,0.0599194131791591,99.94007873535156,0.0371816307306289,99.96281433105467,-99.92563270032404,779.3300170898438,False
Cyprus,2007,CYP,1072727.0,0.0577137507498264,99.9422836303711,0.0,100.0,-100.0,657.0800170898438,False
Belarus,2007,BLR,9563135.0,0.047331303358078,99.95266723632812,0.157084509730339,99.8429183959961,-99.68583388626575,508.9500122070313,False
Trinidad and Tobago,2007,TTO,1365381.0,0.0307676661759614,99.96923065185548,0.2604166567325592,99.73958587646484,-99.47916921973228,679.6900024414062,False
Turkmenistan,2007,TKM,5244047.0,0.0050543895922601,99.99494934082033,0.0,100.0,-100.0,1306.449951171875,False
Hong Kong,2007,HKG,6971344.0,0.0007567183347418,99.9992446899414,0.0,100.0,-100.0,847.219970703125,False
Kuwait,2007,KWT,2507890.0,0.0,100.0,0.0,100.0,-100.0,653.739990234375,False
Oman,2007,OMN,2570175.0,0.0,100.0,0.0,100.0,-100.0,565.97998046875,False
Qatar,2007,QAT,1208601.0,0.0,100.0,0.0,100.0,-100.0,603.7999877929688,False
Saudi Arabia,2007,SAU,22368313.0,0.0,100.0,0.0,100.0,-100.0,695.5,False
United Arab Emirates,2007,ARE,5624640.0,0.0,100.0,0.0,100.0,-100.0,676.739990234375,False
Norway,2008,NOR,4768097.0,69.31732940673828,30.68267059326172,99.40505981445312,0.5949429273605347,98.81011688709259,27.479999542236328,True
Brazil,2008,BRA,190367297.0,41.389286041259766,57.32679748535156,87.33106279373169,12.668941497802734,74.66212129592896,113.62999725341795,True
Sweden,2008,SWE,9219903.0,36.04814910888672,36.84742736816406,96.93129348754883,3.0687124729156494,93.86258101463318,47.83000183105469,True
New Zealand,2008,NZL,4261819.0,33.83557891845703,66.16442108154297,64.23139190673828,35.768611907958984,28.462779998779297,246.8300018310547,False
Colombia,2008,COL,43758805.0,31.266700744628903,68.7332992553711,83.8860855102539,16.113914489746094,67.77217102050781,137.52999877929688,False
Austria,2008,AUT,8323250.0,29.57700729370117,70.42298889160156,69.16744232177734,30.832557678222656,38.33488464355469,220.41000366210935,False
Switzerland,2008,CHE,7641730.0,27.97214698791504,51.564208984375,97.00179290771484,2.998209953308105,94.00358295440674,34.15999984741211,False
Peru,2008,PER,28719038.0,27.6062068939209,72.39379119873047,60.12950897216797,39.87049102783203,20.259017944335938,269.20001220703125,False
Canada,2008,CAN,33449088.0,27.3740234375,66.00587463378906,76.30961418151855,23.690385818481445,52.61922836303711,213.47999572753903,False
Venezuela,2008,VEN,28053694.0,23.21727561950684,76.78272247314453,72.79127502441406,27.208715438842773,45.58255958557129,215.67999267578125,False
Finland,2008,FIN,5313379.0,21.79477310180664,61.540069580078125,65.58500289916992,34.41499710083008,31.170005798339844,246.1499938964844,False
Ecuador,2008,ECU,14575201.0,21.54895401000977,78.4510498046875,60.57328414916992,39.42671585083008,21.146568298339844,283.94000244140625,False
Chile,2008,CHL,16838987.0,20.647159576416016,79.35283660888672,45.526405334472656,54.473594665527344,-8.947189331054688,454.4200134277344,False
Latvia,2008,LVA,2177710.0,18.494394302368164,81.50560760498047,60.91081619262695,39.08918380737305,21.821632385253906,157.5,False
Philippines,2008,PHL,92699091.0,18.35234832763672,81.64765167236328,33.903324127197266,66.0966796875,-32.193355560302734,431.1099853515625,False
Sri Lanka,2008,LKA,20629377.0,17.441852569580078,82.55814361572266,41.87689208984375,58.12311172485352,-16.246219635009773,392.5299987792969,False
Vietnam,2008,VNM,85175789.0,15.181914329528809,84.81808471679688,36.68780899047852,63.31219100952149,-26.62438201904297,421.8500061035156,False
Portugal,2008,PRT,10564086.0,14.55341911315918,85.44657897949219,32.28937149047852,67.71063232421875,-35.42126083374023,471.5499877929688,False
Croatia,2008,HRV,4314635.0,14.46962833404541,85.5303726196289,45.69640350341797,54.3036003112793,-8.607196807861328,382.6300048828125,False
Slovenia,2008,SVN,2025090.0,12.745638847351074,69.3769760131836,64.47288131713867,35.52711868286133,28.945762634277344,350.3999938964844,False
Denmark,2008,DNK,5493762.0,12.095337867736816,87.9046630859375,27.68640518188477,72.3135986328125,-44.627193450927734,577.2999877929688,True
