country,year,iso_code,population,renewables_share_energy,fossil_share_energy,clean_share_elec,fossil_share_elec,transition_gap,carbon_intensity_elec,is_focus_country
Netherlands,2024,NLD,18228740.0,18.1192569732666,80.92969512939453,53.72622728347778,46.273773193359375,7.452454090118408,250.42999267578125,False
Estonia,2024,EST,1360548.0,17.94626235961914,82.0537338256836,55.645164489746094,44.35483932495117,11.290325164794922,340.32000732421875,False
China,2024,CHN,1419321284.0,17.472375869750977,80.25926208496094,38.16522026062012,61.83478164672852,-23.669561386108406,555.4000244140625,True
France,2024,FRA,66548532.0,16.465389251708984,46.13606643676758,94.88315391540527,5.116852283477783,89.76630163192749,40.83000183105469,False
Bulgaria,2024,BGR,6757686.0,16.424589157104492,63.29579925537109,71.14530944824219,28.85468292236328,42.290626525878906,278.6300048828125,False
North Macedonia,2024,MKD,1823011.0,16.037403106689453,83.96259307861328,33.10344696044922,66.89655303955078,-33.79310607910156,568.969970703125,False
Argentina,2024,ARG,45696153.0,14.802978515625,82.58321380615234,41.2366418838501,58.76336288452149,-17.526721000671394,344.8299865722656,False
Australia,2024,AUS,26713206.0,14.733205795288086,85.26679229736328,35.076690673828125,64.92330169677734,-29.84661102294922,553.8300170898438,False
Poland,2024,POL,38539209.0,13.045269966125488,86.95472717285156,30.71616554260254,69.2838363647461,-38.567670822143555,611.8699951171875,False
Philippines,2024,PHL,115843663.0,12.818432807922363,87.18156433105469,21.730493545532227,78.2695083618164,-56.53901481628418,612.3499755859375,False
Hungary,2024,HUN,9676135.0,12.70595359802246,72.18141174316406,73.6176929473877,26.382307052612305,47.23538589477539,184.57000732421875,False
Japan,2024,JPN,123753041.0,12.69704818725586,82.95484161376953,31.289170265197754,68.71083068847656,-37.42166042327881,483.4299926757813,False
Pakistan,2024,PAK,251269160.0,12.50697135925293,81.18033599853516,46.359140396118164,53.64085388183594,-7.281713485717773,398.239990234375,False
United States,2024,USA,345426566.0,12.050454139709473,80.3302230834961,41.869314193725586,58.13068389892578,-16.261369705200195,383.7799987792969,True
Belgium,2024,BEL,11738761.0,11.454360008239746,76.64042663574219,76.3514404296875,23.6485595703125,52.702880859375,126.91999816894533,False
Slovakia,2024,SVK,5506759.0,11.29531478881836,63.88258743286133,85.80623054504395,14.193766593933104,71.61246395111084,96.5500030517578,False
Indonesia,2024,IDN,283487933.0,10.954190254211426,89.04580688476562,18.08957290649414,81.9104232788086,-63.82085037231445,680.25,False
Cyprus,2024,CYP,1358287.0,10.795388221740724,89.2046127319336,23.14487648010254,76.8551254272461,-53.710248947143555,514.1300048828125,False
Israel,2024,ISR,9387015.0,9.794842720031738,90.20515441894533,0.0,,,,False
Czechia,2024,CZE,10735857.0,9.745923042297363,71.68647766113281,57.690196990966804,42.3098030090332,15.3803939819336,414.1700134277344,False
India,2024,IND,1450935785.0,9.146443367004396,89.67031860351562,22.252488136291504,77.74752044677734,-55.49503231048584,707.4500122070312,True
Morocco,2024,MAR,38081176.0,8.673474311828613,91.32652282714844,26.504100799560547,73.49589538574219,-46.99179458618164,576.5700073242188,False
Ukraine,2024,UKR,37860221.0,8.298776626586914,70.00426483154297,0.0,,,,False
Malaysia,2024,MYS,35557670.0,8.281804084777832,91.71819305419922,19.675107955932617,80.32489013671875,-60.64978218078613,604.4299926757812,False
Mexico,2024,MEX,130861001.0,8.250967025756836,90.4448699951172,24.581902980804443,75.41809844970703,-50.83619546890259,483.1400146484375,False
Thailand,2024,THA,71668010.0,7.402745723724365,92.59725189208984,14.840617179870604,85.15938568115234,-70.31876850128174,554.72998046875,False
Taiwan,2024,TWN,23213964.0,6.268245697021484,91.35281372070312,15.140698909759521,84.85929870605469,-69.71859979629517,635.1900024414062,False
Russia,2024,RUS,144820421.0,5.99939489364624,88.15936279296875,35.935367584228516,64.06462860107422,-28.129261016845703,445.9800109863281,False
Egypt,2024,EGY,116538256.0,5.778011798858643,94.22198486328124,11.196764945983888,88.80323791503906,-77.60647296905518,574.5,False
Kazakhstan,2024,KAZ,20592574.0,5.119866847991943,94.88013458251952,15.213906288146973,84.78609466552734,-69.57218837738037,802.0399780273438,False
South Korea,2024,KOR,51717587.0,4.748178958892822,82.46500396728516,39.890947341918945,60.10905456542969,-20.218107223510742,415.510009765625,False
Uzbekistan,2024,UZB,36361859.0,4.581725120544434,95.41827392578124,0.0,,,,False
Azerbaijan,2024,AZE,10336577.0,4.303142070770264,95.69686126708984,11.955745697021484,88.04425048828125,-76.08850479125977,632.760009765625,False
South Africa,2024,ZAF,64007187.0,3.5567286014556885,95.04370880126952,16.188219785690308,83.81177520751953,-67.62355542182922,713.1699829101562,False
United Arab Emirates,2024,ARE,11027135.0,2.5193514823913574,90.95289611816406,31.733049392700195,68.26695251464844,-36.53390312194824,467.510009765625,False
Iran,2024,IRN,91567737.0,1.4326231479644775,98.0678253173828,7.175521969795227,92.82447814941406,-85.64895617961884,648.6799926757812,False
Oman,2024,OMN,5281542.0,1.115182876586914,98.88481903076172,4.198385715484619,95.8016128540039,-91.60322713851929,545.3300170898438,False
Bangladesh,2024,BGD,173562366.0,1.0953214168548584,98.90467834472656,2.0288071632385254,97.97119140625,-95.94238424301147,693.8400268554688,False
Hong Kong,2024,HKG,7414914.0,1.048100471496582,98.95189666748048,0.0,,,,False
Belarus,2024,BLR,9056696.0,0.9688259363174438,86.79056549072266,37.49179458618164,62.508209228515625,-25.016414642333984,323.2699890136719,False
Qatar,2024,QAT,3048429.0,0.8107127547264099,99.18928527832033,0.2387448847293853,99.7612533569336,-99.52250847220421,602.8300170898438,False
Saudi Arabia,2024,SAU,33962751.0,0.7283918261528015,99.2716064453125,2.159950494766236,97.84004974365234,-95.68009924888611,691.9500122070312,False
Iraq,2024,IRQ,46042015.0,0.5842805504798889,99.41571807861328,0.0,,,,False
Singapore,2024,SGP,5832387.0,0.5452377796173096,99.45476531982422,4.932058334350586,95.06793975830078,-90.1358814239502,498.739990234375,False
Algeria,2024,DZA,46814302.0,0.2416809201240539,99.75831604003906,0.0,,,,False
Kuwait,2024,KWT,4934508.0,0.07562967389822,99.92436981201172,2.17887282371521,97.82112121582033,-95.64224839210512,637.239990234375,False
Trinidad and Tobago,2024,TTO,1507778.0,0.010788339190185,99.9892120361328,0.0,,,,False
Turkmenistan,2024,TKM,7494494.0,0.0066617899574339,99.99333953857422,0.0,,,,False
