country,iso_code,start_year,end_year,renewables_share_energy_start,renewables_share_energy_end,renewables_share_energy_change,population_start,population_end
Taiwan,TWN,2000,2001,1.5663151741027832,1.734182596206665,0.16786742210388184,22332873.0,22446254.0
Ukraine,UKR,2000,2001,1.984610915184021,2.138282537460327,0.15367162227630615,49556654.0,49106854.0
Poland,POL,2000,2001,0.6444116830825806,0.7770988941192627,0.13268721103668213,38258077.0,38247359.0
South Africa,ZAF,2000,2001,0.3863939940929413,0.5128658413887024,0.1264718472957611,47159715.0,47566805.0
Singapore,SGP,2000,2001,0.1728281080722808,0.2952183485031128,0.12239024043083199,4035251.0,4116169.0
Czechia,CZE,2000,2001,1.5250732898712158,1.6182143688201904,0.09314107894897461,10236809.0,10231942.0
Iraq,IRQ,2000,2001,2.7572290897369385,2.8419463634490967,0.0847172737121582,24424060.0,25197842.0
Pakistan,PAK,2000,2001,10.75340747833252,10.829426765441896,0.07601928710937678,154879124.0,159270910.0
Netherlands,NLD,2000,2001,0.8954774737358093,0.9577013850212096,0.06222391128540028,16058757.0,16182705.0
Germany,DEU,2000,2001,2.7381491661071777,2.7976856231689453,0.05953645706176758,81797255.0,81933882.0
Uzbekistan,UZB,2000,2001,2.7503597736358643,2.7930736541748047,0.04271388053894043,24787052.0,25090289.0
Trinidad and Tobago,TTO,2000,2001,0.0537416338920593,0.0736312121152877,0.0198895782232284,1319781.0,1325573.0
Belgium,BEL,2000,2001,0.4183467030525207,0.4340048134326935,0.015658110380172785,10251719.0,10287005.0
Algeria,DZA,2000,2001,0.0500106699764728,0.0613279342651367,0.011317264288663899,30903894.0,31331226.0
Iran,IRN,2000,2001,0.7596740126609802,0.7697288990020752,0.01005488634109497,66418661.0,67452005.0
Hungary,HUN,2000,2001,0.2492040693759918,0.2563835680484772,0.007179498672485379,10190598.0,10166693.0
Belarus,BLR,2000,2001,0.0294124279171228,0.0334291420876979,0.0040167141705751,9991310.0,9938068.0
Thailand,THA,2000,2001,2.432036638259888,2.4321439266204834,0.00010728836059525904,63007815.0,63651137.0
Hong Kong,HKG,2000,2001,0.0,0.0,0.0,6704665.0,6774243.0
Kuwait,KWT,2000,2001,0.0,0.0,0.0,1954713.0,2008127.0
Oman,OMN,2000,2001,0.0,0.0,0.0,2282139.0,2310223.0
Saudi Arabia,SAU,2000,2001,0.0,0.0,0.0,16177733.0,17041405.0
United Arab Emirates,ARE,2000,2001,0.0,0.0,0.0,3493583.0,3723596.0
Turkmenistan,TKM,2000,2001,0.0067249676212668,0.0057350010611116,-0.0009899665601552001,4582675.0,4675416.0
Israel,ISR,2000,2001,0.037873413413763,0.0243162158876657,-0.013557197526097298,6111194.0,6259977.0
United Kingdom,GBR,2000,2001,1.08696711063385,1.0432146787643433,-0.043752431869506836,59057333.0,59288095.0
Sri Lanka,LKA,2000,2001,16.82260513305664,16.752288818359375,-0.07031631469726562,19293056.0,19600361.0
Romania,ROU,2000,2001,9.835689544677734,9.764506340026855,-0.0711832046508789,22046264.0,21919916.0
Japan,JPN,2000,2001,4.60254430770874,4.508246421813965,-0.09429788589477539,127027794.0,127260144.0
Australia,AUS,2000,2001,3.764508247375488,3.6553659439086914,-0.10914230346679643,19132472.0,19365438.0
Egypt,EGY,2000,2001,6.998061656951904,6.824026107788086,-0.17403554916381836,73083287.0,74652035.0
Estonia,EST,2000,2001,0.3347599506378174,0.154196634888649,-0.1805633157491684,1397001.0,1388174.0
Lithuania,LTU,2000,2001,1.2093429565429688,1.0099818706512451,-0.19936108589172363,3500410.0,3473008.0
South Korea,KOR,2000,2001,0.507887065410614,0.2929415106773376,-0.21494555473327642,46766660.0,47043467.0
Kazakhstan,KAZ,2000,2001,5.678532123565674,5.382101058959961,-0.2964310646057129,15501108.0,15575550.0
India,IND,2000,2001,6.04160213470459,5.693082809448242,-0.34851932525634766,1057922731.0,1077898579.0
Ireland,IRL,2000,2001,1.920232892036438,1.569638967514038,-0.3505939245223999,3802589.0,3862981.0
Azerbaijan,AZE,2000,2001,3.233495712280273,2.829875230789185,-0.403620481491088,8174784.0,8251776.0
Malaysia,MYS,2000,2001,3.471553087234497,2.964406967163086,-0.5071461200714111,22967817.0,23526535.0
United States,USA,2000,2001,3.855929374694824,3.28743314743042,-0.5684962272644043,281484126.0,284279634.0
Mexico,MEX,2000,2001,6.664580345153809,5.909592628479004,-0.7549877166748047,98625553.0,100099101.0
Slovenia,SVN,2000,2001,14.026291847229004,13.181107521057127,-0.8451843261718768,1986817.0,1989684.0
Greece,GRC,2000,2001,3.0918128490448,2.164491415023804,-0.9273214340209956,10782638.0,10843166.0
Bulgaria,BGR,2000,2001,3.386312961578369,2.0436325073242188,-1.3426804542541504,8000519.0,7928455.0
Turkey,TUR,2000,2001,10.09557056427002,8.632096290588379,-1.4634742736816406,65425957.0,66245125.0
Philippines,PHL,2000,2001,18.728761672973636,17.25741195678711,-1.471349716186527,79625401.0,81401488.0
Canada,CAN,2000,2001,28.536216735839844,27.03201103210449,-1.5042057037353551,30891800.0,31213578.0
Latvia,LVA,2000,2001,20.89092254638672,19.382118225097656,-1.5088043212890625,2368320.0,2338299.0
Ecuador,ECU,2000,2001,20.57349395751953,18.737159729003903,-1.8363342285156286,12689215.0,12910736.0
Austria,AUT,2000,2001,31.267690658569336,29.411422729492188,-1.8562679290771484,8012929.0,8042233.0
Finland,FIN,2000,2001,19.162656784057617,17.237998962402344,-1.9246578216552734,5176197.0,5187970.0
Venezuela,VEN,2000,2001,22.962221145629883,20.704797744750977,-2.2574234008789062,24526707.0,24979934.0
Sweden,SWE,2000,2001,36.65571975708008,34.20278549194336,-2.4529342651367188,8872099.0,8896018.0
New Zealand,NZL,2000,2001,35.363868713378906,31.76673126220703,-3.597137451171875,3857576.0,3891763.0
Brazil,BRA,2000,2001,40.939064025878906,37.18075942993164,-3.7583045959472656,174018278.0,176301201.0
Norway,NOR,2000,2001,70.79300689697266,66.99763488769531,-3.7953720092773438,4490864.0,4513650.0
North Macedonia,MKD,2000,2001,10.607728004455566,5.980612754821777,-4.627115249633789,2057254.0,2066300.0
Argentina,ARG,2000,2002,11.556683540344238,15.334840774536133,3.7781572341918945,37213986.0,38029345.0
Chile,CHL,2000,2002,18.856054306030277,21.83407020568848,2.978015899658203,15503638.0,15857926.0
Peru,PER,2000,2002,31.450159072875977,34.2932243347168,2.8430652618408203,26598328.0,27288211.0
Colombia,COL,2000,2002,28.239261627197266,30.439077377319336,2.1998157501220703,39089939.0,40324684.0
Denmark,DNK,2000,2002,6.7593865394592285,8.196981430053711,1.4375948905944824,5339659.0,5375967.0
Azerbaijan,AZE,2000,2002,3.233495712280273,4.418671607971191,1.1851758956909184,8174784.0,8326141.0
Iraq,IRQ,2000,2002,2.7572290897369385,3.6559691429138175,0.898740053176879,24424060.0,26006558.0
Turkey,TUR,2000,2002,10.09557056427002,10.917990684509276,0.822420120239256,65425957.0,67048792.0
Pakistan,PAK,2000,2002,10.75340747833252,11.550942420959473,0.7975349426269531,154879124.0,163222552.0
Slovakia,SVK,2000,2002,5.923003673553467,6.657926082611084,0.7349224090576172,5380001.0,5377685.0
Germany,DEU,2000,2002,2.7381491661071777,3.3654510974884038,0.627301931381226,81797255.0,82068328.0
Iran,IRN,2000,2002,0.7596740126609802,1.355980634689331,0.5963066220283508,66418661.0,68011318.0
China,CHN,2000,2002,5.335687637329102,5.921866893768311,0.5861792564392099,1269581174.0,1286866835.0
Czechia,CZE,2000,2002,1.5250732898712158,1.8836787939071653,0.3586055040359495,10236809.0,10239474.0
Morocco,MAR,2000,2002,1.851485133171081,2.1849255561828613,0.33344042301178023,28423439.0,29198146.0
South Africa,ZAF,2000,2002,0.3863939940929413,0.6614810824394226,0.2750870883464813,47159715.0,48019414.0
Netherlands,NLD,2000,2002,0.8954774737358093,1.149994730949402,0.25451725721359275,16058757.0,16288060.0
Thailand,THA,2000,2002,2.432036638259888,2.6618728637695312,0.2298362255096431,63007815.0,64266433.0
Romania,ROU,2000,2002,9.835689544677734,10.036859512329102,0.2011699676513672,22046264.0,21770020.0
Ireland,IRL,2000,2002,1.920232892036438,2.106391668319702,0.18615877628326416,3802589.0,3928441.0
United Kingdom,GBR,2000,2002,1.08696711063385,1.2373026609420776,0.15033555030822754,59057333.0,59540764.0
Singapore,SGP,2000,2002,0.1728281080722808,0.3065324425697326,0.1337043344974518,4035251.0,4146898.0
Poland,POL,2000,2002,0.6444116830825806,0.7752066850662231,0.13079500198364258,38258077.0,38229407.0
Kazakhstan,KAZ,2000,2002,5.678532123565674,5.76650333404541,0.08797121047973633,15501108.0,15656680.0
Israel,ISR,2000,2002,0.037873413413763,0.0884002372622489,0.0505268238484859,6111194.0,6387714.0
Belgium,BEL,2000,2002,0.4183467030525207,0.4648602902889251,0.04651358723640442,10251719.0,10332975.0
Uzbekistan,UZB,2000,2002,2.7503597736358643,2.7781429290771484,0.02778315544128418,24787052.0,25399987.0
Trinidad and Tobago,TTO,2000,2002,0.0537416338920593,0.0601627454161644,0.0064211115241051,1319781.0,1332017.0
Belarus,BLR,2000,2002,0.0294124279171228,0.0309789683669805,0.0015665404498577014,9991310.0,9873451.0
Hong Kong,HKG,2000,2002,0.0,0.0,0.0,6704665.0,6821412.0
Kuwait,KWT,2000,2002,0.0,0.0,0.0,1954713.0,2059983.0
Oman,OMN,2000,2002,0.0,0.0,0.0,2282139.0,2337144.0
Saudi Arabia,SAU,2000,2002,0.0,0.0,0.0,16177733.0,17910909.0
United Arab Emirates,ARE,2000,2002,0.0,0.0,0.0,3493583.0,3956829.0
Turkmenistan,TKM,2000,2002,0.0067249676212668,0.0066294269636273,-9.554065763950001e-05,4582675.0,4769473.0
Algeria,DZA,2000,2002,0.0500106699764728,0.0485072433948516,-0.0015034265816211978,30903894.0,31750832.0
United States,USA,2000,2002,3.855929374694824,3.850827693939209,-0.005101680755615234,281484126.0,287084335.0
Hungary,HUN,2000,2002,0.2492040693759918,0.2376596480607986,-0.011544421315193204,10190598.0,10138461.0
Vietnam,VNM,2000,2002,19.107120513916016,19.066280364990234,-0.04084014892578125,77154016.0,78772227.0
Indonesia,IDN,2000,2002,3.698946237564087,3.646719455718994,-0.05222678184509277,216077789.0,222088499.0
Australia,AUS,2000,2002,3.764508247375488,3.7108545303344727,-0.05365371704101518,19132472.0,19595356.0
Japan,JPN,2000,2002,4.60254430770874,4.5137038230896,-0.08884048461914062,127027794.0,127484599.0
South Korea,KOR,2000,2002,0.507887065410614,0.3927483260631561,-0.11513873934745794,46766660.0,47299118.0
Estonia,EST,2000,2002,0.3347599506378174,0.1797671765089035,-0.15499277412891388,1397001.0,1379438.0
Bangladesh,BGD,2000,2002,1.6248265504837036,1.453572154045105,-0.17125439643859863,134544303.0,138933659.0
Lithuania,LTU,2000,2002,1.2093429565429688,1.0099884271621704,-0.19935452938079834,3500410.0,3444051.0
Russia,RUS,2000,2002,6.353991508483887,6.127024173736572,-0.22696733474731445,146717784.0,145939502.0
Ukraine,UKR,2000,2002,1.984610915184021,1.7091200351715088,-0.2754908800125122,49556654.0,48677280.0
Italy,ITA,2000,2002,6.852819919586182,6.452591419219971,-0.40022850036621094,57272200.0,57420636.0
Taiwan,TWN,2000,2002,1.5663151741027832,1.158005952835083,-0.4083092212677002,22332873.0,22566898.0
Greece,GRC,2000,2002,3.0918128490448,2.6210782527923584,-0.4707345962524414,10782638.0,10890287.0
Ecuador,ECU,2000,2002,20.57349395751953,20.06039047241211,-0.5131034851074219,12689215.0,13138473.0
France,FRA,2000,2002,6.409308433532715,5.879392623901367,-0.5299158096313477,59483716.0,60327247.0
Spain,ESP,2000,2002,6.598010063171387,6.0164313316345215,-0.5815787315368652,41019772.0,41755703.0
Egypt,EGY,2000,2002,6.998061656951904,6.405477523803711,-0.5925841331481934,73083287.0,76239140.0
Bulgaria,BGR,2000,2002,3.386312961578369,2.681157350540161,-0.705155611038208,8000519.0,7861949.0
India,IND,2000,2002,6.04160213470459,5.217525482177734,-0.8240766525268555,1057922731.0,1097600380.0
Malaysia,MYS,2000,2002,3.471553087234497,2.441925287246704,-1.029627799987793,22967817.0,24102477.0
Canada,CAN,2000,2002,28.536216735839844,27.33493423461914,-1.2012825012207031,30891800.0,31535579.0
New Zealand,NZL,2000,2002,35.363868713378906,34.139434814453125,-1.2244338989257812,3857576.0,3951116.0
Switzerland,CHE,2000,2002,29.476491928100582,28.020713806152344,-1.4557781219482386,7184003.0,7278744.0
Mexico,MEX,2000,2002,6.664580345153809,5.124882221221924,-1.5396981239318848,98625553.0,101548627.0
Philippines,PHL,2000,2002,18.728761672973636,16.8480281829834,-1.880733489990238,79625401.0,83068889.0
Brazil,BRA,2000,2002,40.939064025878906,38.819297790527344,-2.1197662353515625,174018278.0,178503485.0
Austria,AUT,2000,2002,31.267690658569336,28.92309188842773,-2.344598770141605,8012929.0,8081640.0
Slovenia,SVN,2000,2002,14.026291847229004,11.619203567504885,-2.4070882797241193,1986817.0,1991571.0
Norway,NOR,2000,2002,70.79300689697266,68.32398986816406,-2.4690170288085938,4490864.0,4538016.0
Venezuela,VEN,2000,2002,22.962221145629883,20.257225036621094,-2.704996109008789,24526707.0,25435674.0
Sri Lanka,LKA,2000,2002,16.82260513305664,13.979145050048828,-2.8434600830078125,19293056.0,19805750.0
Croatia,HRV,2000,2002,18.793607711791992,15.939726829528809,-2.8538808822631836,4326105.0,4305783.0
Portugal,PRT,2000,2002,12.409293174743652,9.23265552520752,-3.176637649536133,10283196.0,10413045.0
North Macedonia,MKD,2000,2002,10.607728004455566,7.347762107849121,-3.2599658966064453,2057254.0,2074482.0
Finland,FIN,2000,2002,19.162656784057617,15.842105865478516,-3.3205509185791016,5176197.0,5200548.0
Latvia,LVA,2000,2002,20.89092254638672,16.66816520690918,-4.222757339477539,2368320.0,2311358.0
Sweden,SWE,2000,2002,36.65571975708008,31.103418350219727,-5.552301406860352,8872099.0,8925045.0
Peru,PER,2000,2003,31.450159072875977,35.518898010253906,4.06873893737793,26598328.0,27580485.0
Portugal,PRT,2000,2003,12.409293174743652,16.157108306884766,3.7478151321411133,10283196.0,10454246.0
Colombia,COL,2000,2003,28.239261627197266,31.640399932861328,3.4011383056640625,39089939.0,40937426.0
Spain,ESP,2000,2003,6.598010063171387,9.206891059875488,2.6088809967041016,41019772.0,42506540.0
Denmark,DNK,2000,2003,6.7593865394592285,9.054265975952148,2.29487943649292,5339659.0,5390621.0
Chile,CHL,2000,2003,18.856054306030277,21.011951446533203,2.155897140502926,15503638.0,16024755.0
Argentina,ARG,2000,2003,11.556683540344238,13.613283157348633,2.0565996170043945,37213986.0,38424283.0
Pakistan,PAK,2000,2003,10.75340747833252,12.78365993499756,2.030252456665041,154879124.0,167110250.0
Azerbaijan,AZE,2000,2003,3.233495712280273,4.963229179382324,1.7297334671020512,8174784.0,8400528.0
Morocco,MAR,2000,2003,1.851485133171081,3.442817211151123,1.591332077980042,28423439.0,29571415.0
Iraq,IRQ,2000,2003,2.7572290897369385,4.274190425872803,1.5169613361358643,24424060.0,26802660.0
North Macedonia,MKD,2000,2003,10.607728004455566,11.797395706176758,1.1896677017211914,2057254.0,2081417.0
Greece,GRC,2000,2003,3.0918128490448,4.051534175872803,0.9597213268280029,10782638.0,10918467.0
Iran,IRN,2000,2003,0.7596740126609802,1.5835846662521362,0.823910653591156,66418661.0,68769343.0
Uzbekistan,UZB,2000,2003,2.7503597736358643,3.5324366092681885,0.7820768356323242,24787052.0,25711261.0
Germany,DEU,2000,2003,2.7381491661071777,3.4766616821289062,0.7385125160217285,81797255.0,82111619.0
Turkey,TUR,2000,2003,10.09557056427002,10.734353065490724,0.6387825012207049,65425957.0,67831735.0
Japan,JPN,2000,2003,4.60254430770874,5.098414421081543,0.49587011337280273,127027794.0,127671254.0
Bulgaria,BGR,2000,2003,3.386312961578369,3.646085262298584,0.25977230072021484,8000519.0,7804405.0
Netherlands,NLD,2000,2003,0.8954774737358093,1.1242951154708862,0.2288176417350769,16058757.0,16366914.0
Singapore,SGP,2000,2003,0.1728281080722808,0.3405409455299377,0.1677128374576569,4035251.0,4138241.0
Algeria,DZA,2000,2003,0.0500106699764728,0.2143433988094329,0.1643327288329601,30903894.0,32175813.0
United States,USA,2000,2003,3.855929374694824,4.012036323547363,0.15610694885253906,281484126.0,289908091.0
Thailand,THA,2000,2003,2.432036638259888,2.580325126647949,0.14828848838806108,63007815.0,64868164.0
United Kingdom,GBR,2000,2003,1.08696711063385,1.1942470073699951,0.10727989673614502,59057333.0,59820385.0
Hungary,HUN,2000,2003,0.2492040693759918,0.345416396856308,0.09621232748031619,10190598.0,10108970.0
Israel,ISR,2000,2003,0.037873413413763,0.0992539897561073,0.061380576342344305,6111194.0,6502821.0
Belgium,BEL,2000,2003,0.4183467030525207,0.4732260107994079,0.05487930774688721,10251719.0,10376262.0
South Korea,KOR,2000,2003,0.507887065410614,0.5620511770248413,0.054164111614227295,46766660.0,47514158.0
Australia,AUS,2000,2003,3.764508247375488,3.7965071201324463,0.03199887275695845,19132472.0,19819449.0
Belarus,BLR,2000,2003,0.0294124279171228,0.0299725793302059,0.0005601514130831008,9991310.0,9803175.0
Hong Kong,HKG,2000,2003,0.0,0.0,0.0,6704665.0,6858906.0
Kuwait,KWT,2000,2003,0.0,0.0,0.0,1954713.0,2109886.0
Oman,OMN,2000,2003,0.0,0.0,0.0,2282139.0,2363801.0
Saudi Arabia,SAU,2000,2003,0.0,0.0,0.0,16177733.0,18786771.0
United Arab Emirates,ARE,2000,2003,0.0,0.0,0.0,3493583.0,4192465.0
Turkmenistan,TKM,2000,2003,0.0067249676212668,0.0051165907643735,-0.0016083768568933001,4582675.0,4863871.0
Poland,POL,2000,2003,0.6444116830825806,0.6422950029373169,-0.002116680145263672,38258077.0,38203527.0
Trinidad and Tobago,TTO,2000,2003,0.0537416338920593,0.0275757350027561,-0.026165898889303197,1319781.0,1338718.0
South Africa,ZAF,2000,2003,0.3863939940929413,0.3283068835735321,-0.05808711051940918,47159715.0,48500351.0
Estonia,EST,2000,2003,0.3347599506378174,0.2113476693630218,-0.12341228127479559,1397001.0,1370849.0
Ireland,IRL,2000,2003,1.920232892036438,1.7748370170593262,-0.14539587497711182,3802589.0,3992935.0
Venezuela,VEN,2000,2003,22.962221145629883,22.800235748291016,-0.1619853973388672,24526707.0,25892710.0
Sri Lanka,LKA,2000,2003,16.82260513305664,16.627981185913086,-0.1946239471435547,19293056.0,19951521.0
Bangladesh,BGD,2000,2003,1.6248265504837036,1.3526304960250854,-0.27219605445861816,134544303.0,140970355.0
Lithuania,LTU,2000,2003,1.2093429565429688,0.8963008522987366,-0.3130421042442322,3500410.0,3415276.0
China,CHN,2000,2003,5.335687637329102,5.001338958740234,-0.3343486785888672,1269581174.0,1294517323.0
Czechia,CZE,2000,2003,1.5250732898712158,1.1732385158538818,-0.351834774017334,10236809.0,10248907.0
Taiwan,TWN,2000,2003,1.5663151741027832,1.2143278121948242,-0.351987361907959,22332873.0,22664130.0
Ukraine,UKR,2000,2003,1.984610915184021,1.5928751230239868,-0.3917357921600342,49556654.0,48315133.0
Brazil,BRA,2000,2003,40.939064025878906,40.44926452636719,-0.48979949951171875,174018278.0,180622688.0
Indonesia,IDN,2000,2003,3.698946237564087,3.195319652557373,-0.5036265850067139,216077789.0,225048005.0
Kazakhstan,KAZ,2000,2003,5.678532123565674,5.073659896850586,-0.6048722267150879,15501108.0,15747377.0
Russia,RUS,2000,2003,6.353991508483887,5.7380547523498535,-0.6159367561340332,146717784.0,145794230.0
France,FRA,2000,2003,6.409308433532715,5.674737930297852,-0.7345705032348633,59483716.0,60741119.0
Vietnam,VNM,2000,2003,19.107120513916016,18.345029830932617,-0.7620906829833984,77154016.0,79563778.0
Italy,ITA,2000,2003,6.852819919586182,6.059579372406006,-0.7932405471801758,57272200.0,57739697.0
India,IND,2000,2003,6.04160213470459,5.143730163574219,-0.8978719711303711,1057922731.0,1116803000.0
Malaysia,MYS,2000,2003,3.471553087234497,2.1235485076904297,-1.3480045795440674,22967817.0,24679604.0
Egypt,EGY,2000,2003,6.998061656951904,5.598830699920654,-1.39923095703125,73083287.0,77853548.0
Slovakia,SVK,2000,2003,5.923003673553467,4.498831272125244,-1.4241724014282227,5380001.0,5376197.0
Romania,ROU,2000,2003,9.835689544677734,8.238625526428223,-1.5970640182495117,22046264.0,21593448.0
Switzerland,CHE,2000,2003,29.476491928100582,27.866378784179688,-1.6101131439208949,7184003.0,7333451.0
New Zealand,NZL,2000,2003,35.363868713378906,33.36553192138672,-1.9983367919921875,3857576.0,4022585.0
Ecuador,ECU,2000,2003,20.57349395751953,18.571855545043945,-2.001638412475586,12689215.0,13372304.0
Philippines,PHL,2000,2003,18.728761672973636,16.611923217773438,-2.116838455200199,79625401.0,84731836.0
Mexico,MEX,2000,2003,6.664580345153809,4.410450458526611,-2.2541298866271973,98625553.0,102978517.0
Canada,CAN,2000,2003,28.536216735839844,26.020357131958008,-2.515859603881836,30891800.0,31836483.0
Slovenia,SVN,2000,2003,14.026291847229004,10.626738548278809,-3.3995532989501953,1986817.0,1992499.0
Croatia,HRV,2000,2003,18.793607711791992,14.114472389221191,-4.679135322570801,4326105.0,4306683.0
Finland,FIN,2000,2003,19.162656784057617,14.247586250305176,-4.915070533752441,5176197.0,5212958.0
Latvia,LVA,2000,2003,20.89092254638672,15.783100128173828,-5.107822418212891,2368320.0,2288983.0
Austria,AUT,2000,2003,31.267690658569336,24.120513916015625,-7.147176742553711,8012929.0,8122604.0
Norway,NOR,2000,2003,70.79300689697266,62.65043258666992,-8.142574310302734,4490864.0,4564666.0
Sweden,SWE,2000,2003,36.65571975708008,27.30537986755371,-9.350339889526367,8872099.0,8958434.0
Denmark,DNK,2000,2004,6.7593865394592285,11.240493774414062,4.481107234954834,5339659.0,5404594.0
Colombia,COL,2000,2004,28.239261627197266,31.689388275146484,3.4501266479492188,39089939.0,41543177.0
Turkey,TUR,2000,2004,10.09557056427002,12.999957084655762,2.904386520385742,65425957.0,68592621.0
North Macedonia,MKD,2000,2004,10.607728004455566,12.82219123840332,2.214463233947754,2057254.0,2086581.0
Iraq,IRQ,2000,2004,2.7572290897369385,4.794266223907471,2.0370371341705322,24424060.0,27577876.0
Azerbaijan,AZE,2000,2004,3.233495712280273,4.866299629211426,1.6328039169311528,8174784.0,8489874.0
New Zealand,NZL,2000,2004,35.363868713378906,36.99028015136719,1.6264114379882812,3857576.0,4083912.0
Germany,DEU,2000,2004,2.7381491661071777,4.315670967102051,1.577521800994873,81797255.0,82092706.0
Spain,ESP,2000,2004,6.598010063171387,8.0197114944458,1.421701431274414,41019772.0,43234562.0
Morocco,MAR,2000,2004,1.851485133171081,3.2725636959075928,1.4210785627365117,28423439.0,29953021.0
Pakistan,PAK,2000,2004,10.75340747833252,12.114919662475586,1.3615121841430664,154879124.0,171285999.0
Iran,IRN,2000,2004,0.7596740126609802,1.7740964889526367,1.0144224762916565,66418661.0,70256316.0
Greece,GRC,2000,2004,3.0918128490448,4.05026912689209,0.95845627784729,10782638.0,10947369.0
India,IND,2000,2004,6.04160213470459,6.886624336242676,0.8450222015380859,1057922731.0,1135991509.0
Hungary,HUN,2000,2004,0.2492040693759918,0.9845927953720092,0.7353887259960173,10190598.0,10085788.0
Venezuela,VEN,2000,2004,22.962221145629883,23.592544555664062,0.6303234100341797,24526707.0,26340843.0
Netherlands,NLD,2000,2004,0.8954774737358093,1.452175855636597,0.5566983819007876,16058757.0,16425562.0
Bulgaria,BGR,2000,2004,3.386312961578369,3.931184768676758,0.5448718070983887,8000519.0,7749430.0
United Kingdom,GBR,2000,2004,1.08696711063385,1.5487816333770752,0.4618145227432251,59057333.0,60169964.0
Uzbekistan,UZB,2000,2004,2.7503597736358643,3.1722209453582764,0.4218611717224121,24787052.0,26029350.0
Japan,JPN,2000,2004,4.60254430770874,5.022812366485596,0.42026805877685547,127027794.0,127815769.0
Poland,POL,2000,2004,0.6444116830825806,0.849453330039978,0.20504164695739746,38258077.0,38167568.0
Ireland,IRL,2000,2004,1.920232892036438,2.122525930404663,0.2022930383682251,3802589.0,4066066.0
Belgium,BEL,2000,2004,0.4183467030525207,0.5889845490455627,0.17063784599304205,10251719.0,10421298.0
Algeria,DZA,2000,2004,0.0500106699764728,0.1944950670003891,0.1444843970239163,30903894.0,32628286.0
Croatia,HRV,2000,2004,18.793607711791992,18.93794822692871,0.14434051513671875,4326105.0,4310050.0
Singapore,SGP,2000,2004,0.1728281080722808,0.2915109395980835,0.1186828315258027,4035251.0,4172767.0
United States,USA,2000,2004,3.855929374694824,3.944401502609253,0.08847212791442871,281484126.0,292786248.0
Australia,AUS,2000,2004,3.764508247375488,3.829066753387451,0.06455850601196333,19132472.0,20046679.0
Israel,ISR,2000,2004,0.037873413413763,0.093979425728321,0.05610601231455801,6111194.0,6615084.0
Italy,ITA,2000,2004,6.852819919586182,6.893043041229248,0.040223121643066406,57272200.0,58176736.0
Ukraine,UKR,2000,2004,1.984610915184021,2.0227644443511963,0.03815352916717529,49556654.0,47979502.0
Russia,RUS,2000,2004,6.353991508483887,6.387213706970215,0.033222198486328125,146717784.0,145180091.0
Czechia,CZE,2000,2004,1.5250732898712158,1.5377342700958252,0.012660980224609375,10236809.0,10261453.0
Belarus,BLR,2000,2004,0.0294124279171228,0.0323366187512874,0.0029241908341645986,9991310.0,9735089.0
Hong Kong,HKG,2000,2004,0.0,0.0,0.0,6704665.0,6888164.0
Kuwait,KWT,2000,2004,0.0,0.0,0.0,1954713.0,2157329.0
Oman,OMN,2000,2004,0.0,0.0,0.0,2282139.0,2404822.0
Saudi Arabia,SAU,2000,2004,0.0,0.0,0.0,16177733.0,19669486.0
United Arab Emirates,ARE,2000,2004,0.0,0.0,0.0,3493583.0,4428964.0
